arm,dimension,level,metric,n_treatment,n_control,treatment_mean,control_mean,effect,se,ci_low,ci_high,p_value,relative_lift,incremental_total,incremental_total_ci_low,incremental_total_ci_high,versus_rest_effect,interaction_p,interaction_q_bh
Womens E-Mail,history_segment,1) $0 - $100,revenue,7634,7612,1.142712863505371,0.516893063583815,0.6258197999215559,0.2233101999419225,0.18810031645638758,1.0635392833867243,0.0050785968359421015,1.210733600452114,4777.508352601158,1435.9578158280628,8119.058889374253,0.31331135976455826,0.25444104962542435,0.5680508981772194
Womens E-Mail,history_segment,2) $100 - $200,revenue,4727,4836,0.8812883435582823,0.42289495450785775,0.4583933890504246,0.2114820039924348,0.04383093829171669,0.8729558398091325,0.03022516374576324,1.0839414946056238,2166.825550041357,207.1888453049448,4126.462254777769,0.0458967197087351,0.8615047401749157,0.9093661146290778
Womens E-Mail,history_segment,3) $200 - $350,revenue,4155,4044,0.6097400722021661,0.9328808110781406,-0.3231407388759745,0.2895727459660378,-0.8907887075945209,0.2445072298425719,0.2644927093110117,-0.34639016585893456,-1342.649770029674,-3701.227080055234,1015.9275399958863,-0.9258853509160747,0.004312182854482122,0.1271107836669519
Womens E-Mail,history_segment,4) $350 - $500,revenue,2188,2124,0.9093784277879342,1.0102683615819208,-0.10088993379398659,0.3914952036435782,-0.8684219763765312,0.666642108788558,0.7966475558048794,-0.0998644891106051,-220.74717514124265,-1900.1072843118502,1458.6129340293649,-0.5840112159324985,0.15952248534776947,0.5051545369346033
Womens E-Mail,history_segment,5) $500 - $750,revenue,1662,1652,1.8245066185318892,0.5388559322033899,1.2856506863284993,0.5099024302194884,0.2857156122775105,2.285585760379488,0.011759442489819734,2.3858894548519762,2136.751440677966,474.85934760522247,3798.643533750709,0.9337818894247,0.07662195549996385,0.3989744763189268
Womens E-Mail,history_segment,"6) $750 - $1,000",revenue,593,622,0.9977908937605398,0.3495337620578778,0.648257131702662,0.4925690961552939,-0.31853146965155965,1.6150457330568835,0.18850270521198711,1.8546338067202786,384.41647909967855,-188.88916150337488,957.7221197027319,0.230699661249113,0.6512108088974268,0.7982584109065232
Womens E-Mail,history_segment,"7) $1,000 +",revenue,428,416,4.676588785046729,2.169807692307692,2.5067810927390366,2.257958730056937,-1.92584672574216,6.939408911220234,0.2672674113773777,1.1553010442473626,1072.9023076923077,-824.2623986176445,2970.06701400226,2.125661669079573,0.3472311076115996,0.6137107948484086
Womens E-Mail,mens,0,conversion,9647,9519,0.010262257696693273,0.005147599537766572,0.005114658158926701,0.0012613537916768844,0.002653729281400807,0.007658806214676279,5.2443165782112606e-05,0.9936006329555769,49.34110725916589,25.60052637767358,73.88450355298207,0.0036418231165959722,0.028407386980788853,0.2158961410539953
Womens E-Mail,mens,1,conversion,11740,11787,0.007666098807495741,0.006193263765165012,0.0014728350423307288,0.0010817859711385021,-0.0006590997826611631,0.0036290923755102054,0.1732685897676981,0.2378124197801685,17.291083396962755,-7.737831448442055,42.60554448848981,-0.0036418231165959722,0.028407386980788853,0.2158961410539953
Womens E-Mail,mens,0,revenue,9647,9519,1.122212086659065,0.4905641348881185,0.6316479517709466,0.17169419102604813,0.2951086910803512,0.9681872124615419,0.0002349794331030802,1.287595049962233,6093.507790734321,2846.913542852148,9340.102038616495,0.37523239831204247,0.1435827956081164,0.49601329391894755
Womens E-Mail,mens,1,revenue,11740,11787,1.0402155025553663,0.7837999490964622,0.2564155534589041,0.19063522297748675,-0.11724244724635025,0.6300735541641584,0.1786196728186695,0.3271441312984151,3010.3185976075342,-1376.4263306721518,7397.06352588722,-0.37523239831204247,0.1435827956081164,0.49601329391894755
Womens E-Mail,womens,0,conversion,9622,9638,0.006131781334441904,0.005499066196306288,0.0006327151381356165,0.0010958591706199197,-0.0015429246750249632,0.002823393053001335,0.5636558018878807,0.11505865096888815,6.087985059140902,-14.846021223090196,27.166687955978848,-0.004503398745613107,0.005520617147771811,0.1271107836669519
Womens E-Mail,womens,1,conversion,11765,11668,0.011049723756906077,0.005913609873157353,0.005136113883748724,0.001196984968341103,0.0028003111758533672,0.00753507640844689,1.8352403971838033e-05,0.8685243013852191,60.42637984230374,32.94566098391486,88.65017394537766,0.004503398745613107,0.005520617147771811,0.1271107836669519
Womens E-Mail,womens,0,revenue,9622,9638,0.9737809187279153,0.6954264370201286,0.27835448170778665,0.20506311079709888,-0.12358843645917944,0.6802973998747528,0.17466809037325362,0.40026445198218696,2678.3268229923233,-1189.1679356102245,6545.8215815948715,-0.265859346007028,0.3150672602873208,0.5795727333377148
Womens E-Mail,womens,1,revenue,11765,11668,1.1617841053973652,0.6175702776825506,0.5442138277148146,0.16726646078930693,0.216359293632725,0.8720683617969043,0.0011413734584142018,0.881217648227813,6402.675683064795,2545.4670895890094,10259.884276540579,0.265859346007028,0.3150672602873208,0.5795727333377148
